1.46890176805888E+018,Aymeric Pontier,Vivendi avance dun an son OPA sur Lagardère qui aura donc lieu juste avant lélection présidentielle ,Thu Dec 09 12:14:07 CET 2021,Election présidentielle,2
1.46890095688049E+018,France avec un ⓩ, Cest par cette vidéo que le suspens a pris fin Eric Zemmour va annoncer sa candidature à lélection présidentielle à h  Rendezvous ici  PrésidentZemmour,Thu Dec 09 12:10:53 CET 2021,Election présidentielle,2
1.46890066464235E+018,AksilFx,bfmbusiness En comparaison à ses concurrents pour la future élection présidentielle il na pas à se faire de soucis des comptes dun bon père de familleil y a une businesswoman qui a mis tout le monde daccord par contre,Thu Dec 09 12:09:43 CET 2021,Election présidentielle,2
1.46890065082212E+018,logique de l'art,mais anne cest toi qui devez partir la premiereregarder Paris désordre  personne ne veut desordre France  Presidentielle  AnneHidalgo  joue son vatout en proposant une primaire à gauche ,Thu Dec 09 12:09:40 CET 2021,Election présidentielle,2
1.46890048653958E+018,Élections 2022,Je souhaite la victoire de Valérie Pécresse et je my emploierai de toutes mes forcesDans une interview au journal LeFigaro ECiotti appelle les électeurs tentés par Éric Zemmour à choisir Valérie Pécresse ,Thu Dec 09 12:09:01 CET 2021,Election présidentielle,4
1.46890021655223E+018,Acrimed,BFM Business se lance dans le traitement de lélection présidentielle avec une nouvelle émission  Faire réussir la France  Et quitte à y aller franco la rédaction affiche une réalisation en partenariat avec le Medef,Thu Dec 09 12:07:57 CET 2021,Election présidentielle,2
1.46889987709047E+018,No1oZ me,fleurdepee François Hollande a aussi été Président de conseil général Les mandats locaux nont rien à voir avec la responsabilité présidentielle Ça ressemble plus à une élection de délégué quà la nomination dun PDG Un maire a plus de charge de travail quun Président de région,Thu Dec 09 12:06:36 CET 2021,Election présidentielle,0
1.46889963216824E+018,Royer Georges,Lélection présidentielle nest pas le couronnement de la vie démocratique mais laboutissement de la dépossession électorale du pouvoir populaire au profit des politichiens Comme en chaque Français il y a un esclave qui sommeille cette dépossession nest pas si difficle,Thu Dec 09 12:05:37 CET 2021,Election présidentielle,0
1.46889960701505E+018,bourgeois francine, à notre équipe Diversité  Inclusion pour son trophée NQTasso de lengagement innovant  pour le Hub de lalternanceLe Hub permet aux candidats des QVP de la diversité ou en situation de handicap de rencontrer des recruteurs sensibilisés à linclusion des talents ,Thu Dec 09 12:05:31 CET 2021,Election présidentielle,4
1.46889958243633E+018,Jean-René Cazeneuve,Lamateurisme dAnneHidalgoqui à  mois de lélection propose une primaire sans même sêtre assurée que les autres y étaient prêts Elections,Thu Dec 09 12:05:25 CET 2021,Election présidentielle,0
1.46889952906382E+018,PolitiqueAddict,lemondefr LaurentTelo Mais que ChTaubira nhésite pas un seul instant à se présenter à lélection présidentielle Elle qui a combattu la France en vivant longtemps dans la clandestinité et son mari qui a fait de la prison La candidate repoussoir par excellence On a pas fini de se marrer,Thu Dec 09 12:05:13 CET 2021,Election présidentielle,0
1.46889906191906E+018,GARCIA Jacqueline,Ce nest pas une tenue pour une candidate à lélection présidentielle ,Thu Dec 09 12:03:21 CET 2021,Election présidentielle,0
1.46889844519275E+018,J-135 avant l'élection de Zemmour,J avant lélection présidentielle de ZemmourEric  ZZZ Zemmour ZemmourPrésident ZemmourSecondTour ,Thu Dec 09 12:00:54 CET 2021,Election présidentielle,2
1.46889838297453E+018,MMS,Yannick Jadot et Fabien Roussel rejettent la primaire à gauche proposée par Anne Hidalgo  via  lemondefr,Thu Dec 09 12:00:39 CET 2021,Election présidentielle,2
1.46889833656033E+018,Moreno Stéphane,RosensteinMick Brevesdepresse Aux municipales LREM a obtenu   la question est de savoir si les Sté informatiques US viennent ou non consolider les résultats électoraux de ce scrutin  On aura certainement recours à cellesci pour lélection Présidentielle,Thu Dec 09 12:00:28 CET 2021,Election présidentielle,0
1.4688982873402E+018,sayada,Yannick Jadot et Fabien Roussel rejettent la primaire à gauche proposée par Anne Hidalgo  via lemondefr,Thu Dec 09 12:00:17 CET 2021,Election présidentielle,2
1.46889810025744E+018,Fred Muhl Valentin,il sagit de Marc de CacquerayValménier issu dune noble et ancienne famille de gentilshommes normands (un père ancien de lAction française un oncle aumônier à Civitasun cousin tête de liste du Rassemblement national aux municipales auMans) ,Thu Dec 09 11:59:32 CET 2021,Election présidentielle,4
1.46889759150518E+018,Thomas Melchiorre,CageJulia julienbayou yjadot AnneHidalgo Le problème cest que comptetenu des différences programmatiques entre les candidats la primaire aurait pour fonction non pas de rassembler autour dune candidature mais déliminer les autres Et de réduire encore le pluralisme démocratique de lélection présidentielle ,Thu Dec 09 11:57:31 CET 2021,Election présidentielle,2
1.46889735023618E+018,Yves 946778,Montebourg  Hidalgo  le retour du débat sur lunion de la gaucheDe la gauche plurielle à la gauche plus rien ,Thu Dec 09 11:56:33 CET 2021,Election présidentielle,2
1.46889715034819E+018,jfgino,YannickJadot et FabienRoussel rejettent la primaire à gauche proposée par AnneHidalgo ,Thu Dec 09 11:55:46 CET 2021,Election présidentielle,2
1.46889683559927E+018,Leinad57,Contrairement à la FranceInsoumise il un certain nombre de partis et candidats à la présidentielle quon a très très peu vus (voire pas du tout) et qui à  mois de lélection se découvrent une âme de sauveur de la France Je pense quils se reconnaitront à la lecture de twt,Thu Dec 09 11:54:31 CET 2021,Election présidentielle,0
1.46889682882547E+018,Xaena Ovis,Yannick Jadot et Fabien Roussel rejettent la primaire à gauche proposée par Anne Hidalgo ,Thu Dec 09 11:54:29 CET 2021,Election présidentielle,2
1.46889653611339E+018,The French de Gaule,Yannick Jadot et Fabien Roussel rejettent la primaire à gauche proposée par Anne Hidalgo ,Thu Dec 09 11:53:19 CET 2021,Election présidentielle,2
1.46889645209304E+018,Le Monde Politique,Yannick Jadot et Fabien Roussel rejettent la primaire à gauche proposée par Anne Hidalgo ,Thu Dec 09 11:52:59 CET 2021,Election présidentielle,2
1.46889580877914E+018,Dan Dhombres,dombouissou Le poison de lélection présidentielle au suffrage universel ,Thu Dec 09 11:50:26 CET 2021,Election présidentielle,0
1.46889568493815E+018,Rebel Pujiri,PatrickKanner AnneHidalgo franceinfoplus Bref lespoir du PS pour lélection présidentielle  ne pas disparaître Merci pour la France ,Thu Dec 09 11:49:56 CET 2021,Election présidentielle,4
1.46889551154983E+018,merejkowsky,Immigration et Election Présidentielle  via wordpressdotcom,Thu Dec 09 11:49:15 CET 2021,Election présidentielle,2
1.46889511140893E+018,Alexis Bouchard,En reconnaissant la nécessité dune union de toutes les forces de gauche pour lélection présidentielle AnneHidalgo fait preuve de courage de responsabilité et dhumilitéIl est encore temps de travailler sur ce qui nous rassemblePeuple de gauche réveilletoi ,Thu Dec 09 11:47:39 CET 2021,Election présidentielle,4
1.46889481190635E+018,JP Quiñonero,Dans lorbite dEric Zemmour une nébuleuse de groupuscules violents dultradroite  a través de lemondefr,Thu Dec 09 11:46:28 CET 2021,Election présidentielle,0
1.46889419087674E+018,Gérard SIMON,Abus de sambuc En Ariège cadres du partisocialiste et militants sont persuadés que leur candidate à lélection présidentielle a toutes ses chances daccéder au nd tour et même de remporter le scrutin ,Thu Dec 09 11:44:00 CET 2021,Election présidentielle,0
1.46889402768466E+018,♡ Nantes Online,La proposition de primaire formulée par Anne Hidalgo rejetée par la plupart de ses concurrents à gauche pour lélection présidentielle ,Thu Dec 09 11:43:21 CET 2021,Election présidentielle,2
1.46889401340725E+018,Moritz von Kongo,RDC Nous sommes à  jours du  décembre Un tweet par jour pour convaincre le prix Nobel de la paix DenisMukwege dêtre candidat à lélection présidentielle de Partageons le vu délire MukwegePresident pour bâtir un État juste TPI RapportMapping TPIRDC DRC,Thu Dec 09 11:43:18 CET 2021,Election présidentielle,2
1.46889381349004E+018,♡ Nantes Online,Présidentielle  Anne Hidalgo joue son vatout en proposant une primaire à gauche ,Thu Dec 09 11:42:30 CET 2021,Election présidentielle,2
