1.46889868484279E+018,ilévia,katyvuylsteker ileviametro Bonjour Si votre foulard est retrouvé il sera disponible sur notre site des objets trouvés  Bonne journée,Thu Dec 09 12:01:51 CET 2021,ilévia,2
1.46889616638544E+018,UNSA Ilévia,Le Temps de repos des Agents doit être préservé et assuré durablement ,Thu Dec 09 11:51:51 CET 2021,ilévia,2
1.46886827479661E+018,🌀,les nerfs que jai ça fait deux mois que lescalator à caulier est en panne et tu veux prendre lascenseur ya des crackhead qui chient dedans cest comment ileviametro,Thu Dec 09 10:01:01 CET 2021,ilévia,0
1.46886697946131E+018,zimzalabitch,mais parfois ilevia ils se sentent plus cest quoi ça pourquoi ya un concert dans la station baissez le volume un peu ,Thu Dec 09 09:55:52 CET 2021,ilévia,0
1.46886652475259E+018,⚫⚪ Cruella Devil ⚪⚫,Nan mais Ilevia qui reprend sa crise des arrets violents  la moitie de la rame vient de voler dans tous les sens,Thu Dec 09 09:54:04 CET 2021,ilévia,0
1.46885579920417E+018,feunek,la SNCF et ilevia jen ai ras le cul,Thu Dec 09 09:11:27 CET 2021,ilévia,0
1.46885477989193E+018,Sabrina Khelil,Lille Instantané métro  ligne  Ilevia blindée Deux dames arrivent en face de moi sans masque Ayant perdu  membres de ma famille du Covid dans un pays en développement je suis pas trop corona friendly Je demande donc (très) gentiment de remonter le masque ,Thu Dec 09 09:07:24 CET 2021,ilévia,0
1.46885225210653E+018,猫,Ilévia jv ménerver,Thu Dec 09 08:57:21 CET 2021,ilévia,0
1.46884518170956E+018,Katy Vuylsteker 🌻,Bonjour ileviaactu et les usagers ileviametro en route pour la plénière du Conseil Régional je viens doublier un foulard bleu et vert dans le métro au niveau de la station Grand Palais direction St Phi Il a une valeur sentimentale jy tiens énormément Help  ,Thu Dec 09 08:29:15 CET 2021,ilévia,2
1.46884415142074E+018,Marcovalda,ileviaactu  sur lecran dannonce des bus a porte de Douai il est toujours annoncépas de service pour la L alors quelle passe bel et bien Pouvezvous rétablir laffichage de ses horaires ,Thu Dec 09 08:25:10 CET 2021,ilévia,2
1.46883449803294E+018,Theo*ilevia,ileviabus Mais c pk toujours problem av cette rue ya quoi av cette rue enft ,Thu Dec 09 07:46:48 CET 2021,ilévia,0
1.46879252054093E+018,ilévia Bus, Ce jeudi  décembre les lignes  et  ne réalisent pas certains départsRetrouvez le détail sur notre site ,Thu Dec 09 05:00:00 CET 2021,ilévia,2
1.4687265310108E+018,🇪🇦 MD3🇫🇷,Sirmvv ErwannMkg Ligne  ilevia ou navette mais cest e le ticket,Thu Dec 09 00:37:47 CET 2021,ilévia,2
1.46871584109745E+018,SamGamegie,Ilévia cest bien de mettre des horaires sur lapplication comme sur les arrêts de bus mais de ne pas les respecter cest cool  Je suis content davoir un bus en terminant le boulot sauf que là sa fais  minutes que jattends mais aucun bus ne passe tout vas bien ,Wed Dec 08 23:55:18 CET 2021,ilévia,0
1.46869809261888E+018,EXTRAFUNFM,zolive ileviaactu Bien trouvée la petite pic pour Lundi,Wed Dec 08 22:44:47 CET 2021,ilévia,2
1.46869791788017E+018,EXTRAFUNFM,CgtIlevia ileviaactu Lesprit mal tournée un peu non ,Wed Dec 08 22:44:05 CET 2021,ilévia,0
1.46869765128999E+018,EXTRAFUNFM,ileviaactu LES TRANSPOS GRATUIT POUR TOUS CA SERAIT UNE BONNE IDEE NON ,Wed Dec 08 22:43:01 CET 2021,ilévia,2
1.46869494166479E+018,Phinorex,TaoLeSinge All I want for Christmas is la faillite dIlevia et son remplacement par une société compétente,Wed Dec 08 22:32:15 CET 2021,ilévia,0
